lat,lng,time
25.791730,88.888635,1701893219
26.387842,74.421997,1701625938
44.532100,11.303379,1697248629
56.334978,43.925506,1696990940
28.093082,78.629759,1701641476
-14.745544,34.666931,1702187735
25.890467,87.595393,1692664071
11.882695,11.105753,1693088996
41.192384,-85.155283,1707207981
33.365877,43.751727,1704661036
11.657434,7.923365,1703114806
37.325441,68.182761,1700006650
12.766284,79.441539,1704927914
31.388952,73.078904,1706924507
-33.033812,-71.599259,1706492731
26.960092,79.436351,1707335878
23.737465,90.413227,1705958647
51.969165,9.732803,1700885004
24.920894,118.429044,1696093052
22.915334,88.020180,1701441813
5.567048,5.806452,1701917536
34.174858,73.206375,1697472671
-3.710485,-38.606851,1699425925
37.679577,61.776249,1698618716
-22.941241,-46.992382,1710229578
34.217919,-84.193708,1705818960
9.103282,7.475044,1704580456
28.996287,74.910638,1704483377
23.166355,74.178761,1703887580
8.605490,39.117231,1700680119
28.168421,80.884907,1703550680
-20.153046,-44.871901,1707561383
17.401206,75.664020,1708966273
-14.897534,-40.847777,1710038827
6.976172,39.302694,1702934918
11.035610,76.985243,1699747190
40.853297,-74.022946,1703582625
25.408369,85.352313,1712191483
26.418617,91.487560,1711662441
-14.237403,31.332082,1691710719
21.561809,-77.280577,1705744278
55.745541,37.672761,1696464312
40.849664,-74.135980,1709790641
25.838471,89.365853,1704296280
30.250544,77.361407,1699389535
26.931875,81.848241,1706902135
42.718464,-83.212506,1688811465
14.881675,78.988917,1707776561
11.902189,76.094862,1707253982
-4.438432,14.448234,1702176123
-23.542078,-46.197183,1703827021
6.737831,39.246275,1702155268
-21.963481,-47.433694,1709351309
40.189089,-75.539572,1706262379
-19.713586,47.756382,1699238856
20.906832,86.404030,1690506247
7.172285,47.231316,1705551459
27.092928,81.391517,1705534432
31.546564,35.629426,1703707603
-14.446082,15.224929,1710209031
-13.058935,28.612970,1693545049
33.570375,72.175270,1703464678
40.089780,29.490407,1702420715
23.350421,87.132614,1710021036
25.803008,85.759027,1696965069
45.164332,4.834479,1701231702
27.376270,78.863232,1705442037
51.952587,9.905222,1699931584
49.521253,8.394456,1702173753
5.092064,7.385934,1702671899
31.398685,74.275594,1704498301
16.987167,7.984185,1712113662
30.598288,50.253577,1702954453
39.971775,141.161900,1702501131
-34.682171,-58.415897,1697346405
29.342785,76.825687,1706825984
-9.230418,-43.597357,1701828889
31.264097,72.318707,1700772767
46.838337,16.098436,1706410585
30.186695,73.245903,1695164936
33.908857,-117.464247,1706174480
5.708597,-1.610163,1704591524
7.640878,80.043777,1708047629
10.077590,76.313601,1701236556
35.776223,43.539523,1704579731
28.216793,76.609076,1710380067
-2.479374,-44.262546,1710583388
11.203284,37.589533,1703370656
12.250026,79.073637,1698626364
54.524865,-128.620350,1690616004
22.325747,73.856993,1693621376
23.681142,76.840895,1701210297
43.599575,122.245630,1707680283
32.478112,45.820435,1702517613
-7.509014,-63.029188,1704850892
41.208758,32.607881,1703021818
7.056288,39.172920,1701567774
25.271051,82.982319,1705435918
12.800984,79.302128,1701387261
35.811691,-81.423164,1692171657
44.024743,24.658870,1700007565
51.548649,7.439259,1706663612
7.691302,36.841091,1703955509
-8.824035,13.245967,1698645565
12.993473,7.534017,1702159552
45.823546,8.888439,1707700049
-31.414280,-64.197955,1705123774
0.868212,34.292799,1705463717
19.174524,72.848853,1703279275
24.919992,89.547585,1701553778
32.943251,-6.894480,1708903627
15.684428,32.448148,1706233465
32.917227,73.758513,1704058368
53.398868,-2.967199,1709241128
53.242330,-1.458247,1698447668
53.672643,-1.494438,1698803805
25.743869,82.564839,1709419243
25.791632,88.276267,1703527317
25.015281,84.764121,1699310242
26.528037,89.583044,1705782358
22.578336,114.037241,1710874550
24.858982,88.587298,1699492128
-0.358997,31.482965,1697065456
37.185793,50.044737,1711401466
13.312699,44.162299,1702320411
35.611584,-5.315083,1704600972
25.440924,86.157219,1703093162
6.943960,81.155615,1712175067
25.148105,115.388605,1694637875
15.109682,36.650632,1708994253
10.569626,14.723154,1705542728
15.671760,-88.554096,1707906050
39.816724,78.542851,1703362701
9.941513,78.141500,1700343945
0.780491,34.719382,1707100096
11.736702,-3.306317,1707442226
12.986725,77.635070,1703448946
41.328340,48.579849,1700621586
24.301807,85.044662,1704667589
25.072555,118.216883,1702163500
34.064627,71.867327,1706748784
48.866477,2.407874,1697935248
27.500293,77.653764,1703381137
37.094084,37.434386,1704855663
32.043424,36.043801,1703890890
51.927319,0.891556,1701737257
49.436981,8.672832,1706740454
11.357492,77.758899,1703715578
30.838914,30.396940,1705541422
24.929241,79.107947,1707783355
49.527850,19.617303,1702419999
5.475350,10.415895,1706396721
40.615562,-3.717239,1702613145
-4.385418,15.261378,1695868413
29.942069,107.190192,1709307556
27.570349,78.669478,1697057208
36.084207,4.750739,1701123711
-15.407849,28.337905,1695168426
38.150982,77.519695,1699463641
12.344113,-4.946077,1703574636
37.277074,33.424577,1703372638
18.452791,75.481898,1711583122
-6.781763,39.183622,1704410437
6.279031,1.190106,1709601777
13.327526,43.244433,1704401704
40.885158,31.096269,1699492901
26.066367,71.325427,1701288674
-33.060567,-71.445493,1702621654
34.472557,72.166715,1696705043
18.043979,-66.496316,1710653083
22.719575,88.592757,1703016070
19.170243,72.988657,1703536026
18.701343,80.316471,1707958314
20.926344,76.828134,1701986185
8.962505,76.927779,1702507709
20.931581,74.755842,1707680182
25.365407,68.290385,1704327396
40.769445,-89.626232,1705198995
21.011324,-98.151705,1705130225
26.276274,84.322791,1704661306
-1.132380,-79.716802,1701944898
24.833319,67.096349,1698341756
27.028590,84.855008,1702509326
38.389461,109.582120,1703527192
42.385848,-88.314061,1699344312
-13.848379,15.214502,1704683285
28.171685,-82.751816,1711251062
18.253323,75.653573,1708213838
51.762017,18.108718,1711936162
16.723197,79.426188,1701567174
12.370771,78.396918,1707067382
30.922048,75.841553,1705962303
34.401225,8.806646,1699072870
8.346872,-13.075029,1705024110
5.249711,-74.025373,1705320531
19.021579,72.860527,1707434859
47.173578,3.058451,1710136833
-2.982568,29.558636,1703475980
11.310040,39.674218,1704578113
-5.522339,36.321691,1708213127
53.531793,8.098646,1706666897
23.117833,85.162656,1704146223
41.844867,-87.751639,1708938028
55.876122,37.635579,1709170723
49.219207,16.628954,1704928061
6.709934,1.678769,1707786573
13.283174,-16.660419,1707292104
31.580923,114.161191,1708103307
25.967770,80.165764,1707424243
-2.243484,-79.637932,1710241263
23.479785,82.450720,1704929315
41.936290,12.480941,1704062480
26.588272,88.577930,1695072504
1.799976,33.093754,1704598220
13.236193,11.829922,1710802882
15.612963,-13.336926,1711089218
22.357461,89.066367,1709333097
26.362910,43.960383,1704133080
22.881646,120.340508,1707853116
18.049022,78.246196,1706985878
2.852603,30.836507,1697165823
23.987823,45.107139,1708809542
38.676280,45.390533,1705614051
53.451198,10.484714,1701298726
46.846121,-101.427793,1704618458
18.004698,83.323681,1711843444
6.240293,-75.569054,1705390022
28.395581,115.132999,1701798561
38.148675,-85.673241,1701768555
45.491887,34.793363,1704920008
5.934162,6.882670,1703291383
40.811860,-73.497486,1705143107
24.786300,84.969414,1705870609
13.289403,76.241909,1703723756
55.933420,37.890452,1710359461
42.350547,-71.160670,1701417801
16.387270,78.067338,1711412427
31.846814,34.839426,1703725448
27.848120,78.686408,1711047702
28.991264,78.523683,1695942686
42.978479,81.640438,1703946344
15.436457,44.214315,1707617779
28.965722,77.344060,1706032890
44.859873,26.033694,1696890826
-19.109967,-51.723443,1697534934
8.997369,38.696168,1708212014
16.719728,74.234303,1710528802
17.083584,81.691348,1705080352
41.234573,29.095326,1696300944
24.122834,85.944363,1706063013
10.665289,-14.612480,1705624566
25.472066,87.119912,1709665668
11.205564,38.925495,1699828193
23.332625,85.340661,1695658940
17.539265,74.333969,1701894526
-22.666812,-43.250350,1704425815
36.300212,59.586593,1702589640
-1.180606,36.774571,1704677755
36.236422,0.827253,1709859999
24.618571,88.846430,1706468218
20.891411,71.159111,1704061431
52.586214,13.339552,1703044401
39.220260,34.144654,1702590491
7.908742,16.164684,1704936395
-20.018052,-44.096227,1696747370
45.667561,18.651302,1700705649
14.679703,120.989555,1710017523
9.245581,-75.682833,1704429057
-7.485475,107.283876,1706138209
13.320143,77.436089,1702169011
25.568007,84.644680,1698187902
36.167375,43.984647,1709782721
26.130705,68.640410,1698789398
26.927195,81.562080,1709420321
30.178243,-94.238157,1707384092
29.825894,79.276664,1705285136
24.938631,84.835853,1704291503
25.851570,85.191869,1703783129
36.899062,30.676129,1708376242
45.701675,26.668113,1706158785
-13.666373,34.355421,1708747671
-32.958601,-60.634532,1694234997
33.070047,73.637242,1706646069
26.566381,83.662182,1706124034
36.987360,40.545207,1695101286
7.356110,7.806632,1702681971
14.102767,77.235402,1710261417
35.542316,138.880806,1702229814
4.766461,7.087288,1703811066
-30.154327,-51.232304,1697783318
25.784632,73.365623,1696287697
14.477209,121.183797,1704575175
35.465003,-6.043387,1703724182
25.837890,-80.197601,1702012560
41.275578,-95.828125,1705580952
30.582601,38.103488,1701833758
14.134908,76.550470,1708982960
32.957849,-97.143940,1707900207
18.641085,74.600164,1705606832
26.757033,88.349792,1703001184
32.632616,74.019004,1702070112
5.263524,-1.197468,1702429225
25.022969,81.923172,1710113392
41.916241,12.583998,1699838365
23.897786,87.968970,1700936146
18.428638,-66.059163,1704099875
26.425925,87.171051,1704925048
20.388391,-75.885763,1699759229
16.463955,43.085332,1708656174
49.985275,18.984470,1705796121
31.137247,-97.773921,1701504768
47.974095,38.033245,1701388171
-0.579621,17.757505,1700796988
-23.861878,29.402794,1701579633
22.763012,-101.086808,1705477628
12.969395,74.801569,1705608929
-15.034485,14.415239,1704931843
13.320207,33.747784,1697761655
34.767089,45.707476,1702831967
10.566776,38.746329,1702591160
11.179438,123.987647,1702986443
18.893452,78.800936,1699653270
48.941737,10.358627,1707864144
24.067431,77.423013,1709321137
35.345180,-96.932893,1707296989
34.112866,74.681361,1706029512
-5.796770,13.462526,1706824410
10.815479,-75.112954,1701687908
-15.531851,35.700832,1707024118
38.771036,-104.817958,1699006366
21.394907,79.714345,1700783042
10.831828,-71.771398,1704609736
-2.227275,29.041301,1696116130
4.513194,46.273145,1709852258
11.893913,7.452184,1704669628
30.108643,77.220912,1699205100
19.982366,73.818740,1696375798
40.418936,-4.511935,1705893292
-25.463053,-54.844179,1703925830
16.415325,80.922874,1701467865
27.958436,80.618124,1706563303
40.053171,0.010927,1703123223
50.370469,22.566013,1705635397
30.602217,-96.327682,1697158628
48.710612,19.117746,1706571146
36.159912,49.234789,1709004059
27.255117,84.098625,1703896372
15.272271,76.399854,1709247370
-8.826519,13.285782,1702959616
36.972350,81.214606,1699312598
25.650653,83.546571,1708460407
25.685419,68.346516,1699391824
54.848799,-5.820961,1704496489
23.824175,88.961842,1711145287
6.396340,5.102363,1700269868
51.955506,8.862961,1699218676
-2.200306,-80.874563,1708652115
24.508816,80.152574,1704489633
11.889927,11.282158,1706856879
52.227528,30.467135,1698545497
27.381488,85.872476,1706925907
53.578671,43.256997,1702579948
52.578869,13.585257,1699490651
46.739248,35.641541,1707016679
24.587068,46.710625,1699473979
35.789668,7.384855,1705280146
48.024206,38.089825,1705893461
26.903624,83.964219,1702428252
12.419315,9.681645,1703786710
35.852148,8.420306,1708660570
-3.785290,36.428161,1704757412
8.490903,-13.211398,1704088269
6.753408,5.447490,1700879950
37.334630,-121.833753,1707454295
11.678368,79.123236,1703463649
8.516314,35.659777,1696986801
38.008032,-121.888821,1706349646
52.405379,-1.973359,1707890350
45.999560,6.393500,1700801731
5.000578,7.952139,1705624055
41.254599,28.443235,1706306534
31.679593,64.470681,1707951855
-9.327447,-36.559167,1710922780
4.890611,31.568683,1709496671
52.464237,13.709089,1707358482
48.824853,2.488352,1705814568
13.718932,44.208254,1709935134
30.572949,-84.128721,1710910283
10.188766,-66.890029,1704174682
13.318890,77.140216,1703116752
31.610652,54.435370,1708385452
10.491015,13.368537,1698540225
31.379361,76.351058,1707001377
39.410641,117.078806,1708290634
1.084230,34.007451,1709325518
25.076571,88.037581,1703028013
32.599260,73.476035,1704748309
25.937846,72.015435,1700013295
35.705779,71.760064,1700412896
57.998542,56.260492,1698623316
34.513547,69.328730,1708022001
50.404518,-4.662651,1703391298
30.302643,31.365663,1711763210
26.377797,79.865843,1706213190
3.826211,42.981020,1700009062
15.705465,23.052305,1707277264
-33.367439,-70.666477,1704192320
14.816269,76.382553,1696974653
18.885279,77.473581,1701361367
19.505516,-99.165961,1707636094
-5.205578,-80.623678,1710214031
6.556479,30.529622,1708375229
23.998640,-104.676571,1706244433
38.112147,-78.954251,1702532599
32.805205,4.497692,1701059199
3.740037,34.812516,1701826143
17.767297,-93.977415,1704277993
47.525374,19.181186,1705433163
28.215475,79.532602,1703722372
-21.015458,-48.054183,1704947698
1.173783,33.715513,1705705771
38.031801,23.814043,1704073456
18.726493,76.399246,1706739066
33.572558,-7.650370,1705970384
11.005800,-0.336940,1709360151
3.323643,19.382679,1709677150
-10.246079,-48.325825,1709442104
-2.098657,28.908614,1705459975
17.372658,78.496237,1705777086
-3.613201,39.855812,1705266140
30.251866,103.002518,1711313274
39.194877,27.579626,1701214002
50.979050,-1.374616,1706916886
3.591767,28.550258,1710466315
-25.453848,-49.310372,1702272748
13.264906,18.401099,1706325017
10.680478,76.130858,1701203476
22.906032,88.896627,1710893064
25.990579,84.736978,1709924420
3.035744,44.130170,1702755481
-20.358769,-40.323571,1708841591
-23.727120,44.366278,1706244985
35.949985,39.038018,1700174869
50.940200,6.758057,1701290571
17.406752,78.448839,1709411159
29.918953,70.751318,1705335674
27.305424,83.448777,1707600506
6.571471,3.542546,1709269010
39.686926,-75.631988,1707287073
20.825756,84.982366,1708778493
57.937431,59.936537,1708805811
39.279220,-93.954143,1705899131
7.458257,2.853137,1710278809
37.074579,36.237303,1704505243
49.016810,8.367419,1696200108
43.972379,12.477315,1701044297
46.343186,2.596613,1702963497
15.550728,32.578965,1704570066
23.869695,72.123840,1707424089
35.884458,50.665502,1703712723
23.416512,74.015366,1707761792
24.251791,77.613130,1700771599
25.654381,80.022048,1697398590
33.357922,72.523914,1708188702
44.313628,79.886990,1703123693
31.343160,31.706373,1699676421
48.908020,38.437727,1708143473
21.042084,74.786975,1707258464
5.051005,7.557721,1707700604
25.978225,84.871249,1695395812
-1.053052,30.147238,1705961821
34.043285,108.761852,1698958824
31.260326,31.767527,1706845959
18.089049,78.394327,1702774457
-14.901854,28.596006,1708408741
-18.847161,47.549366,1704927351
7.668059,9.439917,1710811982
26.470067,79.647781,1709495544
11.869701,37.992861,1705105096
9.957315,13.371565,1704347865
27.939656,81.035342,1702850131
31.764433,72.316447,1704231736
8.094249,13.585038,1707880325
31.142412,30.795618,1706936544
29.333184,76.372579,1699391130
-4.825876,11.911337,1703468579
29.623011,77.560150,1708621164
6.878239,79.869880,1702684950
-20.289514,57.479444,1699653892
27.154921,86.852214,1708378747
-21.534344,-42.273085,1705480787
23.597965,76.575369,1701884855
23.777272,-98.205981,1706337153
3.409533,42.185034,1704677295
38.941928,-121.092732,1705314123
24.748102,85.591947,1706989816
26.794396,81.491137,1709222470
41.089658,28.863871,1704503113
47.688476,-3.248744,1698095111
25.495217,84.270324,1710962579
16.239955,-92.149111,1709039037
-4.469274,15.252122,1704671669
21.897959,75.294441,1707354906
23.215301,89.989750,1705605712
32.595180,35.766534,1696998950
50.513099,30.451168,1709499844
21.012143,75.571708,1707094072
26.276099,89.849372,1702148164
10.080771,78.790925,1694118076
15.490107,-87.987492,1707118518
45.541901,13.730966,1702260981
63.553309,53.733313,1707946223
47.223846,-1.631650,1703982325
21.236217,81.376757,1697241735
-3.248168,29.826569,1699230416
39.769124,32.540998,1701890279
55.685112,52.243235,1699066331
24.287338,55.749188,1703029581
26.443859,80.338464,1707595142
45.126717,5.667397,1705889267
34.021591,71.265712,1708037163
19.684829,-97.215928,1702012411
37.570076,45.067447,1688789595
9.501660,77.780147,1706547345
14.034313,8.940726,1695266976
38.025143,-84.570285,1707215132
32.748100,-117.071926,1711022396
6.394159,-3.888040,1703733672
44.033721,87.298479,1703972111
55.858622,9.763530,1701151654
29.085465,78.847140,1701720720
25.528065,88.729212,1709046802
32.371817,36.207717,1704840994
24.183754,82.774450,1706980310
55.878191,-3.604664,1706136864
28.748579,77.277628,1699365005
13.384504,77.976569,1694042545
8.827186,9.662363,1710466354
-3.722784,39.569041,1705363127
38.827472,-76.970920,1702023556
22.886730,77.850272,1711643917
19.978489,86.023683,1701286790
10.877003,106.906332,1703701728
45.380824,-75.747383,1708235029
24.791431,85.641276,1711307381
19.281221,-99.036120,1707632579
9.728443,35.336686,1704943442
30.051945,71.092880,1712008193
-3.042662,28.973509,1696730827
24.304151,84.159743,1698183768
1.572433,30.257088,1703986289
42.839296,-80.285461,1703566470
12.152073,-86.256669,1699529514
26.561413,88.499699,1707688880
29.946322,-90.058433,1699354506
56.779168,60.861427,1705023169
47.316338,21.999187,1703699610
17.209494,79.073501,1698789251
46.261812,-63.138958,1709444223
28.241410,30.620673,1699072608
25.182127,68.272414,1701718523
20.247347,-98.108871,1702982481
50.868805,-1.045714,1688776739
27.329261,83.291381,1703094044
20.564795,85.988865,1707166255
22.708052,90.308412,1701558288
24.453681,74.385599,1706915340
26.603339,89.937843,1704736558
-23.517743,-46.516198,1700456600
